code,name,category,department,price_php,price_band,colors,attributes,flag,page
JAN-001-12260,36-LOCK Umbrella Hanger,Janitorial & Cleaning Equipment,Janitorial,6860,mid-range,,{},,15
JAN-001-11020,Rack Dolly With Handle,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,,{},,15
JAN-001-05008Y,Telescopic Pole 3 Joint 4M,Janitorial & Cleaning Equipment,Janitorial,910,standard,,{},,14
JAN-001-05009Y,Telescopic Pole 3 Joint 4.5M,Janitorial & Cleaning Equipment,Janitorial,1000,standard,,{},,14
JAN-001-06003,Wash AND Scrape Combination,Janitorial & Cleaning Equipment,Janitorial,340,budget,,{},,14
HEA-001-05,Kid's Helmet,Helmets,PPE,280,budget,,"{""size_class"": ""kids""}",,21
HEA-001-10,Rescue Helmet,Helmets,PPE,460,budget,,{},,21
HEA-001-11,Sports Helmet,Helmets,PPE,2180,mid-range,,{},,21
HEA-001-13,Sports Helmet With Light,Helmets,PPE,2550,mid-range,,{},,21
HEA-001-14,HD Helmet With Light,Helmets,PPE,580,standard,,{},,21
HEA-001-16,DT-T026 Hard HAT,Helmets,PPE,340,budget,White; Yellow; Red; Blue; Green; Orange,{},,21
HAR-001-01,ORD Helmet,Hard Hats,PPE,130,budget,,{},,20
HAR-001-03,HD Helmet (with Oshc),Hard Hats,PPE,340,budget,,"{""oshc_certified"": true, ""cut"": ""high cut""}",,20
HAR-001-04,Blue Eagle Hardhat (with Oshc),Hard Hats,PPE,410,budget,,"{""oshc_certified"": true, ""cut"": ""high cut""}",,20
LIF-002-04,First AID KIT 176 PCS,First Aid Kits,Rescue,2180,mid-range,,{},,23
LIF-002-05,First AID KIT 326 PCS,First Aid Kits,Rescue,3260,mid-range,,{},duplicate_code_conflict,23
LIF-002-06,First AID KIT,First Aid Kits,Rescue,650,standard,,{},,23
GOG-001-01,Safety Goggles B/W,Safety Goggles,PPE,50,budget,,{},,22
GOG-001-02,Safety Goggles BR,Safety Goggles,PPE,50,budget,,{},,22
GOG-001-03,Safety Goggles B/B,Safety Goggles,PPE,50,budget,,{},,22
GOG-001-04,Louver Goggles,Safety Goggles,PPE,50,budget,,{},,22
GOG-001-05,3M Goggles,Safety Goggles,PPE,70,budget,Clear,{},,22
GOG-001-06,3M Goggles,Safety Goggles,PPE,70,budget,Dark,{},,22
GOG-001-07,"Goggles ""hd""",Safety Goggles,PPE,90,budget,Orange,{},,22
GOG-001-08,"Goggles Handle ""hd""",Safety Goggles,PPE,90,budget,Black,{},,22
GOG-001-09,Rubber Goggles HD,Safety Goggles,PPE,50,budget,,"{""material"": ""Rubber""}",,22
GOG-001-11,Welding Goggles Round,Safety Goggles,PPE,100,budget,,{},,22
GOG-001-12,Welding Goggles Square,Safety Goggles,PPE,100,budget,,{},,22
GOG-001-16,Rubber Goggle Anti FOG,Safety Goggles,PPE,140,budget,,"{""material"": ""Rubber""}",,22
GOG-001-17,GH101 Welding Goggles,Safety Goggles,PPE,280,budget,Green,{},,22
GOG-001-18,GH2 Welding Goggles,Safety Goggles,PPE,220,budget,Green,{},,22
GOG-001-19,Darkening Welding Goggle Round,Safety Goggles,PPE,820,standard,,{},,22
GOG-001-20,Darkening Welding Goggle Square,Safety Goggles,PPE,460,budget,,{},,22
GOG-001-21,Darkening Welding Goggle,Safety Goggles,PPE,550,standard,Yellow Frame,{},,23
LIF-001-01A,Life Ring (small),Water Rescue & Life Saving,Rescue,1360,standard,,{},,23
LIF-001-01B,Life Ring (big),Water Rescue & Life Saving,Rescue,1810,standard,,{},,23
LIF-001-03A,HD Life Jacket (kids),Water Rescue & Life Saving,Rescue,910,standard,,"{""size_class"": ""kids""}",,23
LIF-001-03B,HD Life Jacket (adult),Water Rescue & Life Saving,Rescue,1000,standard,,"{""size_class"": ""adult""}",,23
LIF-001-04A,ORD Life Jacket (kids),Water Rescue & Life Saving,Rescue,300,budget,,"{""size_class"": ""kids""}",,23
LIF-001-04B,ORD Life Jacket (adult),Water Rescue & Life Saving,Rescue,380,budget,,"{""size_class"": ""adult""}",,23
LIF-001-06,Inflatable Life Jacket,Water Rescue & Life Saving,Rescue,4160,mid-range,,{},,23
LIF-001-08A,Rescue CAN (small),Water Rescue & Life Saving,Rescue,2180,mid-range,,{},,23
LIF-001-08B,Rescue CAN (big),Water Rescue & Life Saving,Rescue,2890,mid-range,,{},,23
LIF-001-09,Rescue Tube (small),Water Rescue & Life Saving,Rescue,3260,mid-range,,{},duplicate_code_conflict,23
LIF-001-09,Rescue Tube (big),Water Rescue & Life Saving,Rescue,3610,mid-range,,{},duplicate_code_conflict,23
LIF-001-10,Spine Board,Water Rescue & Life Saving,Rescue,4190,mid-range,,{},,24
LIF-001-12-R10M,Rescue Rope 10M,Water Rescue & Life Saving,Rescue,890,standard,,{},,24
LIF-001-12-R20M,Rescue Rope 20M,Water Rescue & Life Saving,Rescue,1780,standard,,{},,24
LIF-001-12-R30M,Rescue Rope 30M,Water Rescue & Life Saving,Rescue,2580,mid-range,,{},,24
LIF-001-12-R40M,Rescue Rope 40M,Water Rescue & Life Saving,Rescue,3390,mid-range,,{},,24
LIF-001-12-R50M,Rescue Rope 50M,Water Rescue & Life Saving,Rescue,4190,mid-range,,{},,24
LIF-001-12-R60M,Rescue Rope 60M,Water Rescue & Life Saving,Rescue,5000,mid-range,,{},,24
LIF-001-12-R70M,Rescue Rope 70M,Water Rescue & Life Saving,Rescue,5800,mid-range,,{},,24
LIF-001-12-R80M,Rescue Rope 80M,Water Rescue & Life Saving,Rescue,6610,mid-range,,{},,24
LIF-001-12-R90M,Rescue Rope 90M,Water Rescue & Life Saving,Rescue,7410,mid-range,,{},,24
LIF-001-12-R100M,Rescue Rope 100M,Water Rescue & Life Saving,Rescue,8220,mid-range,,{},,24
LIF-001-12-R150M,Rescue Rope 150M,Water Rescue & Life Saving,Rescue,12240,premium,,{},,24
LIF-001-12-R200M,Rescue Rope 200M,Water Rescue & Life Saving,Rescue,16270,premium,,{},,24
PPE-005-01A,Welding Gloves,Hand Protection (Gloves),PPE,140,budget,,{},,19
PPE-005-01B,"Welding Gloves 16""",Hand Protection (Gloves),PPE,230,budget,Red; Yellow,{},,19
PPE-005-02,SUN Gloves 200G,Hand Protection (Gloves),PPE,70,budget,,"{""weight"": ""200 g""}",,19
PPE-005-04,Nanyang Glove,Hand Protection (Gloves),PPE,80,budget,,{},,19
PPE-005-05,Chemical Glove,Hand Protection (Gloves),PPE,280,budget,Green,{},,19
PPE-005-06,Fishing Glove,Hand Protection (Gloves),PPE,280,budget,Orange,{},,20
PPE-005-07A,Chemical Glove 14'',Hand Protection (Gloves),PPE,160,budget,,{},,20
PPE-005-07B,Chemical Glove 18'',Hand Protection (Gloves),PPE,230,budget,,{},,20
PPE-005-07C,Chemical Glove 22,Hand Protection (Gloves),PPE,280,budget,,{},,20
PPE-005-08,Rubber Glove,Hand Protection (Gloves),PPE,40,budget,,"{""material"": ""Rubber""}",,20
PPE-005-10,COTTON GLOVES 8# (price per pair),Hand Protection (Gloves),PPE,30,budget,,"{""material"": ""Cotton""}",,20
PPE-005-11,GUARD GLOVES (per dozen),Hand Protection (Gloves),PPE,340,budget,,{},,20
PPE-005-12,Dotted Black Gloves 700G (per dz),Hand Protection (Gloves),PPE,180,budget,Black,"{""weight"": ""700 g""}",,20
PPE-005-12A,Dotted Blue Gloves 700G (per dz),Hand Protection (Gloves),PPE,180,budget,Blue,"{""weight"": ""700 g""}",,20
PPE-005-13,Black Knitted Black Dotted Glove (per dz),Hand Protection (Gloves),PPE,180,budget,Black,{},,20
PPE-005-14A,Blue Dotted Gloves 900G - Omaga,Hand Protection (Gloves),PPE,280,budget,Blue,"{""weight"": ""900 g""}",,20
PPE-005-14B,Blue Dotted Gloves 900G,Hand Protection (Gloves),PPE,280,budget,Blue,"{""weight"": ""900 g""}",,20
PPE-005-15,Maroon Knitted Glove,Hand Protection (Gloves),PPE,130,budget,Blue; Green; Maroon; Yellow; Dr. Grey,{},,20
PPE-005-16,Green Edge Glove 550G,Hand Protection (Gloves),PPE,160,budget,Green,"{""weight"": ""550 g""}",,20
PPE-005-17,RED Edge Glove 700G,Hand Protection (Gloves),PPE,180,budget,Red,"{""weight"": ""700 g""}",,20
PPE-005-18,Blue Edge Glove 900G,Hand Protection (Gloves),PPE,250,budget,Blue,"{""weight"": ""900 g""}",,20
PPE-005-19,Nylon Black Dotted,Hand Protection (Gloves),PPE,340,budget,Green; Orange,"{""material"": ""Nylon""}",,20
PPE-005-20,RED Knitted Long,Hand Protection (Gloves),PPE,340,budget,Grey; Red; Blue,{},,20
PPE-005-21L,Traffic Glove Left,Hand Protection (Gloves),PPE,110,budget,,{},,20
PPE-005-21R,Traffic Glove Right,Hand Protection (Gloves),PPE,110,budget,,{},,20
PPE-005-22,Anti CUT Glove,Hand Protection (Gloves),PPE,2900,mid-range,,{},,20
PPE-005-23,Working Glove,Hand Protection (Gloves),PPE,280,budget,Black; Blue; Red,{},,20
PPE-005-24,Magic Gloves,Hand Protection (Gloves),PPE,460,budget,,{},,20
PPE-005-25,TPE Rubber Gloves,Hand Protection (Gloves),PPE,100,budget,Grey,"{""material"": ""Rubber""}",,20
PPE-005-26,Fishing Scale Gloves,Hand Protection (Gloves),PPE,550,standard,Black; Orange; Yellow,{},,20
PPE-005-27,Nitrile Scale Gloves,Hand Protection (Gloves),PPE,160,budget,,{},,20
PPE-005-28A,"Leather Gloves 10""",Hand Protection (Gloves),PPE,280,budget,Yellow,"{""material"": ""Leather""}",,20
PPE-005-28B,"Leather Gloves 10""",Hand Protection (Gloves),PPE,280,budget,Off White,"{""material"": ""Leather""}",,20
PPE-005-29A,Rubber Gloves (blk) N548,Hand Protection (Gloves),PPE,40,budget,Black,"{""material"": ""Rubber""}",,20
PPE-005-29B,Rubber Gloves (red) N548,Hand Protection (Gloves),PPE,40,budget,Red,"{""material"": ""Rubber""}",,20
PPE-005-30,Disposable Sanitary Gloves,Hand Protection (Gloves),PPE,100,budget,,{},,20
PPE-005-31,Maong Gloves,Hand Protection (Gloves),PPE,70,budget,,{},,20
PPE-005-32,Anti CUT Glove Cotton,Hand Protection (Gloves),PPE,340,budget,,"{""material"": ""Cotton""}",,20
PPE-005-50,Knitted Anti Fire Glove 500°C 33cm Length,Hand Protection (Gloves),PPE,510,standard,,{},,20
PPE-005-34,Home Warm Gloves,Hand Protection (Gloves),PPE,190,budget,,{},,20
PPE-005-35,Blue Rubber Gloves,Hand Protection (Gloves),PPE,100,budget,Blue,"{""material"": ""Rubber""}",,20
PPE-005-36,Display Hook FOR Gloves,Hand Protection (Gloves),PPE,190,budget,,{},,20
PPE-005-37,Utility TPR Gloves,Hand Protection (Gloves),PPE,2180,mid-range,,{},,20
PPE-005-38,NO.1 Black Cleaning Cloth Plus Yellow Sponge Gloves,Hand Protection (Gloves),PPE,170,budget,Black; Yellow,{},,20
PPE-005-39,NO.5 Monolayer Yellow Sponge Gloves,Hand Protection (Gloves),PPE,160,budget,Yellow,{},,20
MAC-001-01,Snacks AND Cold Drinks Vending Machine (10G),Vending & Coffee Machines,Equipment,396710,capital equipment,,"{""weight"": ""10 g""}",,3
MAC-001-01A,Snacks AND Cold Drinks Vending Machine (6G),Vending & Coffee Machines,Equipment,361290,capital equipment,,"{""weight"": ""6 g""}",,3
MAC-001-02,Grinding AND Instant Coffee Machine,Vending & Coffee Machines,Equipment,504900,capital equipment,,{},,3
LIF-003-01,Modular Tent (210D) 2.4mx2.4mx1.8m,Modular Tents,Rescue,3970,mid-range,,"{""size"": ""2.4MX2.4MX1.8M""}",duplicate_code_conflict,23
LIF-002-05,Modular Tent (190T) 2.4mx2.4mx1.8m,First Aid Kits,Rescue,5800,mid-range,,"{""size"": ""2.4MX2.4MX1.8M""}",duplicate_code_conflict,23
LIF-003-01,Modular Tent (190T) 2.4mx2.4mx1.8m,Modular Tents,Rescue,3970,mid-range,,"{""size"": ""2.4MX2.4MX1.8M""}",duplicate_code_conflict,23
LIF-002-05,Modular Tent (190T) 2.5mx2.5mx1.8m,First Aid Kits,Rescue,5800,mid-range,,"{""size"": ""2.5MX2.5MX1.8M""}",duplicate_code_conflict,23
HCS-001-05,098 High Cut,High Cut Safety Shoes,Footwear,1000,standard,,"{""cut"": ""high cut""}",,6
HCS-001-09,Omaga Grey High Cut,High Cut Safety Shoes,Footwear,1000,standard,Grey,"{""cut"": ""high cut""}",,6
HCS-001-25,One Power Grey,High Cut Safety Shoes,Footwear,1000,standard,Grey,{},,6
HCS-001-21,YDS New,High Cut Safety Shoes,Footwear,1000,standard,,{},,6
FUR-003-01,Wooden Pedestal,"Pedestals, Cabinets & Storage",Furniture,5320,mid-range,,"{""material"": ""Wooden""}",,13
FUR-003-02,Wooden Pedestal,"Pedestals, Cabinets & Storage",Furniture,5320,mid-range,,"{""material"": ""Wooden""}",,13
FUR-003-03,Mobile Pedestal Black,"Pedestals, Cabinets & Storage",Furniture,5780,mid-range,Black,{},,13
FUR-003-04,Mobile Pedestal Beige,"Pedestals, Cabinets & Storage",Furniture,5780,mid-range,Beige,{},,13
FUR-003-05,MOBILE PEDESTAL Light Gray,"Pedestals, Cabinets & Storage",Furniture,5960,mid-range,Light Gray,{},,13
FUR-003-06,Wooden Pedestal,"Pedestals, Cabinets & Storage",Furniture,5320,mid-range,,"{""material"": ""Wooden""}",,13
FUR-003-07,Recessed Mobile Pedestal,"Pedestals, Cabinets & Storage",Furniture,6120,mid-range,,{},,13
FUR-003-08,Recessed - Mobile Pedestal,"Pedestals, Cabinets & Storage",Furniture,8840,mid-range,,{},,13
FUR-003-09,4Layer Lateral Cabinet Size: W90 D45xH138cm,"Pedestals, Cabinets & Storage",Furniture,19830,premium,,{},,13
FUR-003-10,3Layer Lateral Cabinet Size: W90xD45xH102cm,"Pedestals, Cabinets & Storage",Furniture,16770,premium,,{},,13
FUR-003-11,4 Layer Lateral Cabinet Flush Handle,"Pedestals, Cabinets & Storage",Furniture,23450,premium,,{},,13
FUR-003-12,3 Layer Lateral Cabinet Flush Handle,"Pedestals, Cabinets & Storage",Furniture,18580,premium,,{},,13
FUR-003-13,2 Layer Lateral Cabinet Flush Handle,"Pedestals, Cabinets & Storage",Furniture,16050,premium,,{},,13
FUR-003-14,2 Layer Lateral Cabinet Recessed Handle,"Pedestals, Cabinets & Storage",Furniture,12630,premium,,{},,13
FUR-003-15,VERTICAL CABINET (3 Layer) L46cmxW62cmxH102cm,"Pedestals, Cabinets & Storage",Furniture,12630,premium,,{},,13
FUR-003-16,VERTICAL CABINET (4 Layer) L46cmxW62cmxH140cm,"Pedestals, Cabinets & Storage",Furniture,15330,premium,,{},,13
FUR-003-17,Vertical Cabinet with Vault,"Pedestals, Cabinets & Storage",Furniture,23450,premium,,{},,13
FUR-003-18,2 Layer Vertical Cabinet,"Pedestals, Cabinets & Storage",Furniture,12810,premium,,{},,13
FUR-003-19,3 Layer Vertical Cabinet,"Pedestals, Cabinets & Storage",Furniture,15080,premium,,{},,13
FUR-003-20,4 Layer Vertical Cabinet,"Pedestals, Cabinets & Storage",Furniture,17860,premium,,{},,13
FUR-003-21,STEEL CABINET Metal Swing Door Cabinet Size: L90cm W40cmxH185cm,"Pedestals, Cabinets & Storage",Furniture,16230,premium,,"{""material"": ""Steel""}",,13
FUR-003-22,STEEL CABINET Open Cabinet Size: L90cm W45cmx186cm,"Pedestals, Cabinets & Storage",Furniture,13530,premium,,"{""material"": ""Steel""}",,13
FUR-003-23,STEEL CABINET Glass Sliding Door Cabinet Size: L90cm W45cm H183cm,"Pedestals, Cabinets & Storage",Furniture,16230,premium,,"{""material"": ""Steel""}",,13
FUR-003-24,STEEL CABINET Glass/Metal Door Cabinet Size: L90cm W45cmxH185cm,"Pedestals, Cabinets & Storage",Furniture,16230,premium,,"{""material"": ""Steel""}",,13
FUR-003-25,STEEL CABINET Glass Swing Door Cabinet Size: L90cm W45cmxH184cm,"Pedestals, Cabinets & Storage",Furniture,16230,premium,,"{""material"": ""Steel""}",,13
FUR-003-26,STEEL CABINET Glass Sliding Door Cabinet Size: L90cm W45cm H183cm,"Pedestals, Cabinets & Storage",Furniture,16230,premium,,"{""material"": ""Steel""}",,13
FUR-003-27,STEEL CABINET Glass/Metal Door Cabinet,"Pedestals, Cabinets & Storage",Furniture,20740,premium,,"{""material"": ""Steel""}",,13
FUR-003-28,STEEL CABINET Glass/Metal Door Cabinet,"Pedestals, Cabinets & Storage",Furniture,17680,premium,,"{""material"": ""Steel""}",,13
FUR-003-29,STEEL CABINET Vertical Cabinet with Vault,"Pedestals, Cabinets & Storage",Furniture,25250,premium,,"{""material"": ""Steel""}",,13
FUR-003-30,STEEL CABINET Glass/Metal Door Cabinet,"Pedestals, Cabinets & Storage",Furniture,20740,premium,,"{""material"": ""Steel""}",,13
FUR-003-31,Steel Rack H183xW91.5x45.7 cm,"Pedestals, Cabinets & Storage",Furniture,7760,mid-range,,"{""size"": ""91.5X45.7 CM"", ""material"": ""Steel""}",,13
FUR-003-32,Steel Rack H183xW120x45.7 cm,"Pedestals, Cabinets & Storage",Furniture,9380,mid-range,,"{""size"": ""120X45.7 CM"", ""material"": ""Steel""}",,13
FUR-003-33,Steel Rack H200xL90xW45cm,"Pedestals, Cabinets & Storage",Furniture,10100,premium,,"{""material"": ""Steel""}",,13
FUR-003-34,Steel Rack H200xL120 W45,"Pedestals, Cabinets & Storage",Furniture,11000,premium,,"{""material"": ""Steel""}",,13
FUR-003-35,Steel Rack W60xL200xH20,"Pedestals, Cabinets & Storage",Furniture,18040,premium,,"{""material"": ""Steel""}",,13
FUR-003-36,Steel Rack W50xL150xH200,"Pedestals, Cabinets & Storage",Furniture,15690,premium,,"{""material"": ""Steel""}",,13
FUR-003-37,9 Door Locker,"Pedestals, Cabinets & Storage",Furniture,17320,premium,,{},,13
FUR-003-38,12 Door Locker,"Pedestals, Cabinets & Storage",Furniture,18020,premium,,{},,13
FUR-003-39,15 Door Locker,"Pedestals, Cabinets & Storage",Furniture,19820,premium,,{},,13
FUR-003-40,18 Door Locker,"Pedestals, Cabinets & Storage",Furniture,23430,premium,,{},,13
FUR-003-41,20 Door Locker,"Pedestals, Cabinets & Storage",Furniture,24510,premium,,{},,13
FUR-003-42,24 Door Locker,"Pedestals, Cabinets & Storage",Furniture,27730,premium,,{},,13
FUR-003-43,6 Door Locker,"Pedestals, Cabinets & Storage",Furniture,28340,premium,,{},,13
FUR-003-44,1 Tower Locker,"Pedestals, Cabinets & Storage",Furniture,8300,mid-range,,{},,13
FUR-003-45,2 Tower Locker,"Pedestals, Cabinets & Storage",Furniture,8660,mid-range,,{},,13
FUR-003-46,3 Tower Locker,"Pedestals, Cabinets & Storage",Furniture,8930,mid-range,,{},,13
FUR-003-47,4 Tower Locker,"Pedestals, Cabinets & Storage",Furniture,9380,mid-range,,{},,13
FUR-003-48,5 Tower Locker,"Pedestals, Cabinets & Storage",Furniture,10460,premium,,{},,14
FUR-003-49,6 Tower Locker,"Pedestals, Cabinets & Storage",Furniture,10810,premium,,{},,14
FUR-002-01,"EXECUTIVE CHAIR (Black, Wooden Frame)",Office Chairs & Seating,Furniture,17680,premium,Black,"{""material"": ""Wooden""}",,7
FUR-002-02,"EXECUTIVE CHAIR (White, Wooden Frame)",Office Chairs & Seating,Furniture,17680,premium,White,"{""material"": ""Wooden""}",,7
FUR-002-03,"EXECUTIVE CHAIR (Highback, Black)",Office Chairs & Seating,Furniture,14430,premium,Black,{},,7
FUR-002-04,"EXECUTIVE CHAIR (Highback, Black)",Office Chairs & Seating,Furniture,14430,premium,Black,{},,7
FUR-002-05,"EXECUTIVE CHAIR (Highback, Black)",Office Chairs & Seating,Furniture,14430,premium,Black,{},,7
FUR-002-06,"EXECUTIVE CHAIR (Highback, Beige)",Office Chairs & Seating,Furniture,14430,premium,Beige,{},,7
FUR-002-07,"EXECUTIVE CHAIR (Black, Silver Trim)",Office Chairs & Seating,Furniture,13170,premium,Black,{},,7
FUR-002-08,"EXECUTIVE CHAIR (Brown, Silver Trim)",Office Chairs & Seating,Furniture,13170,premium,Brown,{},,7
FUR-002-09,"EXECUTIVE CHAIR (Black, Chrome Base)",Office Chairs & Seating,Furniture,9010,mid-range,Black,{},,7
FUR-002-10,"EXECUTIVE CHAIR (Black, Highback)",Office Chairs & Seating,Furniture,9010,mid-range,Black,{},,7
FUR-002-11,"EXECUTIVE CHAIR (Black, Mesh Back)",Office Chairs & Seating,Furniture,7210,mid-range,Black,{},,7
FUR-002-12,"EXECUTIVE CHAIR (Brown, Mesh Back)",Office Chairs & Seating,Furniture,7210,mid-range,Brown,{},,8
FUR-002-13,"EXECUTIVE CHAIR (Midback, Black)",Office Chairs & Seating,Furniture,8120,mid-range,Black,{},,8
FUR-002-14,"EXECUTIVE CHAIR (Midback, Mesh/Slat Back)",Office Chairs & Seating,Furniture,9920,mid-range,Black,{},,8
FUR-002-15,"EXECUTIVE CHAIR (Black, Highback, Adjustable Arms)",Office Chairs & Seating,Furniture,9920,mid-range,Black,{},,8
FUR-002-16,"EXECUTIVE CHAIR (Highback, Chrome Base)",Office Chairs & Seating,Furniture,7210,mid-range,Black,{},,8
FUR-002-17,"EXECUTIVE CHAIR (Brown, Highback, Chrome Base)",Office Chairs & Seating,Furniture,7210,mid-range,Brown,{},,8
FUR-002-18,"EXECUTIVE CHAIR (Black, Fixed Arms)",Office Chairs & Seating,Furniture,6950,mid-range,Black,{},,8
FUR-002-19,"EXECUTIVE CHAIR (Highback, Black/Silver Trim)",Office Chairs & Seating,Furniture,11730,premium,Black,{},,8
FUR-002-20,"EXECUTIVE CHAIR (Highback, Black/Chrome Trim)/",Office Chairs & Seating,Furniture,16050,premium,Black,{},,8
FUR-002-21,"EXECUTIVE CHAIR (Black, Highback, Gathered Back)",Office Chairs & Seating,Furniture,11730,premium,Black,{},,8
FUR-002-22,"EXECUTIVE CHAIR (Midback, Black, Mesh Seat)",Office Chairs & Seating,Furniture,8480,mid-range,Black,{},,8
FUR-002-23,"EXECUTIVE CHAIR (Black, Midback)",Office Chairs & Seating,Furniture,6950,mid-range,Black,{},,8
FUR-002-24,"EXECUTIVE CHAIR (Brown, Midback)",Office Chairs & Seating,Furniture,6950,mid-range,Brown,{},,9
FUR-002-25,"HIGHBACK CHAIR (Mesh, Chrome Base, Adjustable Headrest)",Office Chairs & Seating,Furniture,9010,mid-range,Black,{},,9
FUR-002-26,"HIGHBACK CHAIR (Mesh, Chrome Base, Adjustable Headrest)",Office Chairs & Seating,Furniture,9010,mid-range,Black,{},,9
FUR-002-27,"HIGHBACK CHAIR (Mesh, Chrome Base, Adjustable Headrest)",Office Chairs & Seating,Furniture,9010,mid-range,Black,{},,9
FUR-002-28,"HIGHBACK CHAIR (Mesh, Black Base)",Office Chairs & Seating,Furniture,17140,premium,Black,{},,9
FUR-002-29,"HIGHBACK CHAIR (Mesh, Black Base)",Office Chairs & Seating,Furniture,6320,mid-range,Black,{},,9
FUR-002-30,"HIGHBACK CHAIR (Mesh, Chrome Base)",Office Chairs & Seating,Furniture,7210,mid-range,Black,{},,9
FUR-002-31,"HIGHBACK CHAIR (Mesh, Chrome Base)",Office Chairs & Seating,Furniture,6230,mid-range,Black,{},,9
FUR-002-32,"HIGHBACK CHAIR (Mesh, Chrome Base)",Office Chairs & Seating,Furniture,5960,mid-range,Black,{},,9
FUR-002-33,"HIGHBACK CHAIR (Mesh, Black Base)",Office Chairs & Seating,Furniture,7200,mid-range,Black,{},,9
FUR-002-34,"HIGHBACK CHAIR (Mesh, Chrome Base)",Office Chairs & Seating,Furniture,8120,mid-range,Black,{},,9
FUR-002-35,"HIGHBACK CHAIR (Mesh, Black Base)",Office Chairs & Seating,Furniture,8390,mid-range,Black,{},,9
FUR-002-36,"HIGHBACK CHAIR (Mesh, Chrome Base)",Office Chairs & Seating,Furniture,6500,mid-range,Black,{},,9
FUR-002-37,"HIGHBACK CHAIR (Mesh, Chrome Base, Mesh Headrest)",Office Chairs & Seating,Furniture,7020,mid-range,Black,{},,9
FUR-002-38,"HIGHBACK CHAIR (Blue Seat, Chrome Base, Mesh Back)",Office Chairs & Seating,Furniture,7210,mid-range,Blue,{},,9
FUR-002-39,"HIGHBACK CHAIR (Mesh, Chrome Base, Mesh Headrest)",Office Chairs & Seating,Furniture,6860,mid-range,Black,{},,9
FUR-002-40,"HIGHBACK CHAIR (White Frame, Black Seat, Mesh Back)",Office Chairs & Seating,Furniture,8120,mid-range,Black; White Frame,{},,9
FUR-002-41,"HIGHBACK CHAIR (Mesh, Black Base, Mesh Headrest)",Office Chairs & Seating,Furniture,7210,mid-range,Black,{},,9
FUR-002-42,"HIGHBACK CHAIR (Mesh, Chrome Base, Mesh Back/Headrest)",Office Chairs & Seating,Furniture,6590,mid-range,Black,{},,9
FUR-002-43,"HIGHBACK CHAIR (Mesh, Chrome Base, Mesh Headrest)",Office Chairs & Seating,Furniture,6590,mid-range,Black,{},,9
FUR-002-44,"HIGHBACK CHAIR (Mesh, Chrome Base, Mesh Back/Headrest)",Office Chairs & Seating,Furniture,7130,mid-range,Black,{},,9
FUR-002-45,"HIGHBACK CHAIR (Mesh, Chrome Base, Mesh Back/Headrest)",Office Chairs & Seating,Furniture,9380,mid-range,Black,{},,9
FUR-002-46,"HIGHBACK CHAIR (Red/Black Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,9380,mid-range,Red; Black,{},,9
FUR-002-47,"HIGHBACK CHAIR (Green Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,9380,mid-range,Green; Black,{},,9
FUR-002-48,"HIGHBACK CHAIR (Blue Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,9380,mid-range,Blue; Black,{},,9
FUR-002-49,"HIGHBACK CHAIR (Black Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,9380,mid-range,Black,{},,9
FUR-002-50,"EXECUTIVE CHAIR (Leather, Black)",Office Chairs & Seating,Furniture,14430,premium,Black,"{""material"": ""Leather""}",,9
FUR-002-51,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5780,mid-range,Black,{},,9
FUR-002-52,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5780,mid-range,Red; Black,{},,9
FUR-002-53,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5780,mid-range,Orange; Black,{},,9
FUR-002-54,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5780,mid-range,Brown; Black,{},,9
FUR-002-55,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5780,mid-range,Pink; Black,{},,9
FUR-002-56,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5050,mid-range,Red,{},,9
FUR-002-57,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5050,mid-range,Orange,{},,9
FUR-002-58,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5780,mid-range,Brown,{},,9
FUR-002-59,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5780,mid-range,Blue,{},,9
FUR-002-60,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5780,mid-range,Black,{},,9
FUR-002-61,"MIDBACK CHAIR (Fabric, Black, Chrome Base)",Office Chairs & Seating,Furniture,5320,mid-range,Black,{},,9
FUR-002-62,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,5050,mid-range,Red,{},,9
FUR-002-63,"MIDBACK CHAIR (Mesh Back, Chrome Base)",Office Chairs & Seating,Furniture,6590,mid-range,Blue,{},,9
